f_s,Band Gap,Fractal Dimension,Topological Invariant,Correlation Length,Is Phi
0.5,2.525252525252525,0.7360535452986904,0.0,0.396,False
0.6020037765277662,2.525252525252525,0.7360535452986904,0.0,0.396,False
0.7040075530555322,2.525252525252525,0.7360535452986904,0.0,0.396,False
0.8060113295832982,2.525252525252525,0.7360535452986904,0.0,0.396,False
0.9080151061110644,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.0100188826388306,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.1120226591665965,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.2140264356943626,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.3160302122221288,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.418033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.418033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.438033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.458033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.478033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.498033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.5180339887498948,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.5380339887498948,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.5580339887498948,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.5780339887498949,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.5980339887498949,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.618033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,True
1.618033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,True
1.638033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.658033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.678033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.698033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.718033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.738033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.758033988749895,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.7780339887498948,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.7980339887498948,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.8180339887498949,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.8180339887498949,2.525252525252525,0.7360535452986904,0.0,0.396,False
1.949363545555462,2.525252525252525,0.7360535452986904,0.0,0.396,False
2.080693102361029,2.525252525252525,0.7360535452986904,0.0,0.396,False
2.2120226591665966,2.525252525252525,0.7360535452986904,0.0,0.396,False
2.343352215972164,2.525252525252525,0.7360535452986904,0.0,0.396,False
2.474681772777731,2.525252525252525,0.7360535452986904,0.0,0.396,False
2.606011329583298,2.525252525252525,0.7360535452986904,0.0,0.396,False
2.7373408863888655,2.525252525252525,0.7360535452986904,0.0,0.396,False
2.868670443194433,2.525252525252525,0.7360535452986904,0.0,0.396,False
3.0,2.525252525252525,0.7360535452986904,0.0,0.396,False
