Scaling Factor,State Overlap,Dimension Difference,Phi Proximity,Standard Dimension,Phi-Sensitive Dimension,Phi-Sensitive Winding,Berry Phase
0.5,0.11834813910716369,-0.15423091811770087,3.726653172078664e-06,0.15423091811770087,0.0,0.02344103384127188,1.9755309757456239
0.7545084971874737,0.025719144920349216,-0.15460808902353126,0.0005775227364996211,0.15460808902353126,0.0,0.06020836382962162,2.720424426380757
1.0090169943749474,0.003447915877948328,-0.15487944517232757,0.024501596644908193,0.15487944517232757,0.0,-1.0194768691682463,-2.9471307370002124
1.263525491562421,0.00021740618224674838,-0.15508816257210029,0.2845737746197414,0.15508816257210029,0.0,-1.0257637579625498,1.8390176620377936
1.5180339887498948,0.011374531260136373,-0.15508816257210029,0.9048374180359594,0.15508816257210029,0.0,-1.1483853712299015,0.41048108276096906
1.5180339887498948,0.011374531260136373,-0.15508816257210029,0.9048374180359594,0.15508816257210029,0.0,-1.1483853712299015,0.41048108276096906
1.5380339887498948,0.006641681983740935,-0.15508816257210029,0.9380049995307294,0.15508816257210029,0.0,-1.1788523351528946,0.48842557740803594
1.5580339887498948,0.006422794631061281,-0.15508816257210029,0.964640293483123,0.15508816257210029,0.0,-1.22028028619384,0.5634968694380733
1.5780339887498949,0.01007058892809843,-0.15508816257210029,0.9841273200552851,0.15508816257210029,0.0,-1.2772666923164369,0.6256884671989318
1.5980339887498949,0.0161305050477612,-0.15508816257210029,0.9960079893439915,0.15508816257210029,0.0,-1.3573093128057772,0.6672937855646173
1.618033988749895,,-0.15508816257210029,1.0,0.15508816257210029,0.0,-1.4737196653016684,0.6837851229079042
1.638033988749895,0.02829809675958897,-0.15508816257210029,0.9960079893439915,0.15508816257210029,0.0,-1.3468322205828644,0.6742279318516169
1.658033988749895,0.0314214167959809,-0.15508816257210029,0.9841273200552851,0.15508816257210029,0.0,-1.2577127156275762,0.6411899069207188
1.678033988749895,0.031596015637093924,-0.15508816257210029,0.964640293483123,0.15508816257210029,0.0,-1.1925765645272386,0.5901944266104144
1.698033988749895,0.02903078435572709,-0.15508816257210029,0.9380049995307294,0.15508816257210029,0.0,-1.1436844352369453,0.5288623772954306
1.718033988749895,0.02458407067407986,-0.15508816257210029,0.9048374180359594,0.15508816257210029,0.0,-1.1063167131990599,0.4659476398893325
1.718033988749895,0.02458407067407986,-0.15508816257210029,0.9048374180359594,0.15508816257210029,0.0,-1.1063167131990599,0.4659476398893325
2.0385254915624214,2.3205417528521976e-06,-0.15508816257210029,0.17065163214775905,0.15508816257210029,0.0,-2.0879292586851985,-1.238821926741541
2.3590169943749473,4.424067544192376e-06,-0.15609343513570992,0.004125540876351702,0.15609343513570992,0.0,-2.0015147008958953,0.05963908223638171
2.6795084971874736,7.494244879679441e-06,-0.15520869230002746,1.2784445508587815e-05,0.15520869230002746,0.0,0.14443077045187952,-0.8432625155639981
3.0,1.1354151021007962e-05,-0.15589345509840077,5.078242689302879e-09,0.15589345509840077,0.0,0.0711302692046714,-1.8414407091663227
